date,open,high,low,close,volume
2026-07-29,189.2,190.19,175.975,179.44,16863278.406466
2026-07-30,179.365,182.775,177.0,182.485,9626829.818901
2026-07-31,182.511,184.5,182.114,184.01,8944696.978633
2026-08-02,184.59,193.52,183.472,188.825,4865155.100310001
2026-08-03,188.84,189.79,180.61,189.52,13801793.775896
2026-08-04,189.59,194.87,188.88,190.731,13827109.939392
2026-08-05,190.73,193.07,182.589,185.465,10950685.607025
2026-08-06,185.54,194.66,184.144,190.68,11498666.572246
2026-08-07,190.69,192.9,190.62,191.89,9863823.990222
2026-08-09,193.0,195.693,189.763,195.645,2989823.017949
2026-08-10,195.633,199.332,195.015,197.283,13553238.266568
2026-08-11,197.283,198.14,190.6,192.181,13007244.59462
2026-08-12,192.22,198.199,191.546,191.73,11979007.629344
2026-08-13,191.699,204.28,191.404,197.552,16987794.649731
2026-08-14,197.558,197.664,195.757,196.175,6339043.639953
2026-08-16,196.85,196.85,189.95,191.29,3971576.935853
2026-08-17,191.291,197.73,190.1,197.461,17355946.129679
2026-08-18,197.473,207.93,192.385,207.667,18816843.58399
2026-08-19,207.667,207.839,202.99,207.288,11651472.578494
2026-08-20,207.288,211.08,204.45,210.369,16300276.833583
2026-08-21,210.369,210.428,207.005,209.263,7472920.629709
2026-08-23,209.89,213.1,208.05,209.99,3625456.3361720005
2026-08-24,209.953,210.99,204.625,206.986,13672025.854795
2026-08-25,206.989,207.32,198.85,203.469,13957091.089418
2026-08-26,203.462,250.67,203.045,244.535,58341355.380656
2026-08-27,244.605,263.48,244.435,260.641,56404239.0865
2026-08-28,260.647,262.28,255.585,256.464,21689784.847767
2026-08-30,256.97,261.705,252.375,261.42,7430652.421998002
2026-08-31,261.501,262.305,252.933,258.11,29772679.639666
2026-09-01,257.93,264.44,253.63,254.29,15694533.698439999
2026-09-02,254.325,268.145,253.856,264.257,20684215.384924
2026-09-03,261.66,263.6,257.82,259.86,20011344.025147
2026-09-04,259.82,261.73,258.92,259.219,9099705.6307
2026-09-07,258.21,258.59,246.55,250.32,8352401.401179
2026-09-08,250.25,254.8,245.8902,248.56,16281577.157698
2026-09-09,248.56,248.94,242.0,245.41,13437895.426164
2026-09-10,245.34,250.5472,241.75,248.825,11849289.171358
2026-09-11,248.87,249.515,246.5,247.65,7292327.716077
2026-09-13,246.53,258.26,246.53,256.715,5591858.594476
2026-09-14,256.69,261.56,253.74,261.33,12152935.64707
2026-09-15,261.26,262.335,250.02,250.51,12530420.891781
2026-09-16,250.475,254.618,241.52,244.86,9274090.143711
2026-09-17,244.84,245.44,237.61,240.21,14951320.745956
2026-09-18,240.22,240.35,236.51,238.51,18780273.143052
2026-09-20,238.33,241.335,236.62,238.215,4050075.663483
2026-09-21,238.18,240.98,236.12,239.5,7193235.254318
